customer_text,amazon_reply
"@AmazonHelp Ça y est, ça tombe. J'en ai besoin demain 14h dernier délai ! @120533 https://t.co/ihIJgL3APX",@391986 Un incident à dû retarder l'acheminement de votre colis. N'hésitez pas à signaler cela à notre SAV. ^MH
"@AmazonHelp Merci, le colis est arrivé ric rac, mais je l'ai eu !",@391986 Je suis ravie pour vous 🙂 J'espère que le colis est intact ! ^SM
"@115821 Hola, como puedo comprar?","@434261 Hola Diego, para hacer tu primera compra por favor sigue las instrucciones brindadas en este enlace: https://t.co/Q9KNhUgELO ^AZ"
Hope everyone is enjoying Mario Odyssey! Amazon is late on my pre order I have no clue when I'm going to get it. :P,@434262 I'm sorry for the wait. What order status and delivery dates are you seeing here: https://t.co/PyACxvY8Qo? ^AN
@AmazonHelp Just says preparing for shipment. No estimated delivery date...,"@434262 We'd like to take a closer look at this. When you have a moment, please call or chat with us here: https://t.co/UAe0NKTAv3 ^MB"
@AmazonHelp certainly did,"@146391 I'm sorry you're having trouble with your same-day deliveries! Have you had your Same-Day fees refunded for those orders? For more information about our same-day delivery terms and conditions, visit us here: https://t.co/tLHQvfYUlj ^TK"
"@AmazonHelp I’ve gone on my laptop instead and cleared everything, nothing helps😑I’ve even added more items and it keeps om adding 2£ to every item🤦🏼‍♀️",@434253 Thanks for that information. Are all the items being delivered to an address in the U.K ? ^CR
"@AmazonHelp No, I live in Denmark. The postage is usually high, but I’ve never had to pay more for the item itself..",@434253 We'd like to take a look into this with you directly. For further assistance please click here: https://t.co/JzP7hlA23B ^TH
"@AmazonHelp Update: After serial ‘wait for 24-48 hours’ bluffing by @115850 and a firm commitment that refund would be done by November 24, I have now been given the classic ‘cheque is in the mail’ popsicle. Yo @AmazonHelp @115821 all this skulduggery for Rs 960? This is fun. Keep at it.",@146417 Kindly write back to the email you have received here: https://t.co/9OllYTGo3U and we'll get back to you with an appropriate resolution. ^SY
@121284 When I asked to play Jagjit Singh Gazal I got a message that I need to be #AmazonPrime  member to play a specific song on #AmazonMusic .,@198821 That's odd. Kindly connect with our team here: https://t.co/TdDksLo6Mf. We'll definitely look into it. ^PS
"@AmazonHelp @121284 service answer was that #AmazonMusic is in pre release, not fully launched in India and after some time things will work.",@198821 Sorry for the trouble. I will take it as a feedback and forward it to the concerned team internally. ^GU
@AmazonHelp これからもよろしくお願いします😀,@435218 こちらこそ、よろしくお願いします🙇 EK
Amazonプライムビデオホンマ最高やな,@435218 Amazonプライムにご登録いただき、ありがとうございます。ご活用いただけているようで嬉しい限りです！😆 EK
@AmazonHelp what happened to 7 day prime delivery? A lot of prime products now only offer Monday / Tuesday delivery? #prime,"@435318 Hi Dan! Great question. We still deliver seven days a week, but not all items are eligible. More here: https://t.co/NgH3vX6lKd ^BL"
@AmazonHelp starting to doubt prime is worth it. The eta of my orders lately all went later then told while ordering,@436539 I'm sorry for the delay! Is there a current delivery date that we have missed? We'd like to help if we can. ^JF
@AmazonHelp Yeah there is one that was told to arrive Saturday and one today. I doubt today will make it. Both via Hermes in Germany,@436539 Please contact our customer support: https://t.co/IloNPDoh96 Our colleagues will have a look into this. ^SK
"@115821 WTH! guaranteed delivery on Oct 27, and my account says GET IT NEXT WEEK! This is atrocious! I need this today. https://t.co/F5FeYK2M6E","@437074 I'm sorry. Have you received a new delivery date? If so, what did it change to? Keep us posted, we're here to help! ^KL"
@115821 @AmazonHelp,@437074 I'm sorry for the wait! We'd like to review any available options with you via phone/chat here: https://t.co/hApLpMlfHN ^JR
@AmazonHelp Sure give me a call today or tomorrow will tell. You can also check my orders you will understand what I am saying is true.,@437245 Twitter is a social media platform we'll not be able to access any of your account/order details. Please let us 1/2 ^SH
@AmazonHelp Sure give me a call today or tomorrow will tell. You can also check my orders you will understand what I am saying is true.,@437245 know more about your query so that we can assist you accordingly. 2/2 ^SH
"@AmazonHelp I bought lot of products in 14 to 18 oct, nothing got delivered and reason was stated that goods were not accepted and now can't redeliver",@437245 I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^BA
"@AmazonHelp Die Informationen stecken alle im Tweet selbst. Koordinaten sind im Tweet. Uhrzeit ist auch im Tweet. -3 Minuten fürs schreiben vielleicht. Falls ihr das in @146704 Lösung nicht seht, dann eventuell ein Feature request wert. https://t.co/HehF2f2ujJ","@146703 Entschuldige, ich dachte, du wolltest hier helfen 😊 Berlin ist groß und es hätte sein können, dass das Bild von gestern ist. Ich frage nicht mehr nach und gebe mal weiter, was ich hier rauslesen kann. Danke dennoch für den Hinweis und ein schönes Wochenende! ^TA"
@119625 Is there a way to request a movie???,"@437408 We'd be glad to help you, Saurabh. You can provide us your suggestion and we'll forward it to the team concerned. ^HD"
"@AmazonHelp No , it was suppose to be tomorrow only but they informed it will be delivered today and kept me waiting with SMSs","@437492 Sorry for the delay Surendra, please wait till tomorrow, as I'm positive that it will be delivered. ^HN"
@AmazonHelp I have no issue about delivery tomorrow. But why false claim that delivery attempted today ?,"@437492 Appreciate your patience, Surendra. The incorrect update might've been an error, I'll forward your feedback internally. ^MS"
@115821 has lost the last three packages I've bought in the mail... HEATED,"@437555 I'm terribly sorry, Kayla! Have you reported this to us: https://t.co/hApLpMlfHN? If so, what options were offered? ^SH"
"@115821 how y'all have the audacity to email me talkin bout some  $5 off your first app purchase, just to have your app not work????","@437748 I'm sorry our app isn't working for you. Would you let us know which app, device being used, and what's happening? ^AM"
"@320583 @124285 @116316 Dreisterweise kam nach langem hin und her der Paketbote noch mal und bat mich darum zu unterschreiben, dass ich angenommen hätte, um entlastet zu werden.",@438049 Melde dich doch gleich mal hier https://t.co/va1VRoK7GS Meine Kollegen im Kundenservice nehmen das Feedback zur Lieferung gern auf und leiten dies entsprechend weiter. ^DS
"@116875 
No han entregado mi pedido. https://t.co/vwhDBIi2N2",@438350 Hola Oscar. Siento mucho en saber del inconveniente. ¿Cuál es la fecha de entrega estimada de tu pedido? ^JJ
@AmazonHelp Hoy.,"@438350 Entiendo. El día aún no termina, en caso de que no llegue, contáctanos mañana para verificar: https://t.co/beR78zMMYB ^JD"
@AmazonHelp De acuerdo. Gracias.,"@438350 Con gusto, estamos para ayudar. :) ^JD"
"@AmazonHelp I know that, but that wasn’t my question. I would like a welcome screen for my child with only relevant content.",@254562 I'm sorry this currently isn't a feature. The content will still be shown but the PIN will be needed to play it. ^SH
@AmazonHelp Would definitely drink to that the moment it happens :),@146877 Fingers crossed for that :) ^SY
"@AmazonHelp Yes when it was initially supposed to be delivered to my home address- I have work this whole weekend and throughout next week, I won't be able to go and collect it",@142359 My apologies. Please get in touch: https://t.co/JzP7hlA23B and we'll be happy to look into this with you. ^DC
"@AmazonHelp @146905 C'est moi ou c'est un échange de sourds des yeux ? Je me suis fait la même réflexion hier, 1 jour ouvré = 3 jours réels. J'en ai vérifié avec un calendrier.
Comme les autres me soucis n'est pas le délai mais l'annonce, 1 jour ce n'est pas 3. Sinon ne pas l'annoncer.","@146906 En raison d'une forte demande attendue pour le Black Friday et afin de tenir nos promesses de livraison, un délai d’une journée ouvrée supplémentaire a été ajouté à l’option de livraison en un jour ouvré. ^ASZ"
@AmazonHelp Yeah tried all that still no joy,"@439218 I'm not able to recreate the issue. Are you using https://t.co/5ol5X6rY2M, or a different site? ^ZW"
@AmazonHelp Have tried it on both versions can't seem to find it on either of them,@439218 That's odd! Have you updated the app to the latest version? Have you cleared the cache and cookies for your browser? ^HM
@115830 is your website down? Can't seem to find the proceed to checkout button 🙈🙈,"@439218 That's weird! We'd like to help, Shauna. Are you viewing the desktop or mobile version of the website? ^AJ"
@AmazonHelp Please just refund balance of Prime - paid in July so would like balance back as you are in breach of contract,"@439219 Since we're unable to access account w/ Twitter, you can learn more about canceling Prime here: https://t.co/zslC92Iqr2 ^DD"
